trans_id	strand	gene_id	gene_name	gene_biotype	gene_start	gene_stop	trans_start	trans_start	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000330133	+	ENSG00000183617	MRPL54	protein_coding	3762664	3767565	38	454	417	37	172	626
ENST00000380525	-	ENSG00000110619	CARS	protein_coding	3000922	3057437	71	2566	2496	70	192	2758
ENST00000361547	+	ENSG00000162430	SELENON	protein_coding	25800176	25818224	56	1828	1773	55	2506	4334
ENST00000504548	+	ENSG00000179886	TIGD5	protein_coding	143597835	143603224	70	1998	1929	69	3392	5390
ENST00000533626	+	ENSG00000175390	EIF3F	protein_coding	7970251	8001862	627	1700	1074	626	5840	7540
ENST00000320631	-	ENSG00000110047	EHD1	protein_coding	64851642	64878719	256	1860	1605	255	2691	4551
ENST00000316891	-	ENSG00000043514	TRIT1	protein_coding	39841051	39883506	16	1419	1404	15	693	2112
ENST00000391945	-	ENSG00000104884	ERCC2	protein_coding	45349837	45370618	79	2361	2283	78	1792	4153
ENST00000319080	+	ENSG00000175727	MLXIP	protein_coding	122078722	122147347	133	2892	2760	132	5535	8427
ENST00000324894	+	ENSG00000130299	GTPBP3	protein_coding	17337544	17342735	69	1547	1479	68	1032	2579
ENST00000366718	+	ENSG00000143774	GUK1	protein_coding	228144328	228148951	428	1021	594	427	254	1275
ENST00000417956	+	ENSG00000048740	CELF2	protein_coding	11165030	11336675	308	1780	1473	307	6264	8044
ENST00000446923	+	ENSG00000148516	ZEB1	protein_coding	31321135	31529813	392	3718	3327	391	2549	6267
ENST00000372842	+	ENSG00000167123	CERCAM	protein_coding	128411766	128437351	3145	4698	1554	3144	503	5201
ENST00000565488	-	ENSG00000085491	SLC25A24	protein_coding	108134036	108200358	221	1654	1434	220	2617	4271
ENST00000222511	+	ENSG00000105793	GTPBP10	protein_coding	90346676	90391455	67	1230	1164	66	6301	7531
ENST00000389709	-	ENSG00000070476	ZXDC	protein_coding	126437601	126475919	55	2631	2577	54	774	3405
ENST00000258742	+	ENSG00000136243	NUPL2	protein_coding	23181827	23201009	260	1531	1272	259	264	1795
ENST00000342480	+	ENSG00000114631	PODXL2	protein_coding	127629181	127672809	40	1857	1818	39	329	2186
ENST00000290846	+	ENSG00000100416	TRMU	protein_coding	46335425	46357340	341	1606	1266	340	334	1940
ENST00000613030	-	ENSG00000102181	CD99L2	protein_coding	150766339	150898816	229	1047	819	228	2695	3742
ENST00000399302	+	ENSG00000060749	QSER1	protein_coding	32893178	32980266	336	5543	5208	335	3792	9335
ENST00000450253	-	ENSG00000151247	EIF4E	protein_coding	98871684	98930637	1526	2179	654	1525	9344	11523
ENST00000184956	-	ENSG00000068097	HEATR6	protein_coding	60043194	60078931	18	3563	3546	17	369	3932
ENST00000279036	+	ENSG00000124155	PIGT	protein_coding	45416067	45426244	91	1827	1737	90	418	2245
ENST00000374561	-	ENSG00000117318	ID3	protein_coding	23557918	23559794	369	728	360	368	523	1251
ENST00000423759	+	ENSG00000147133	TAF1	protein_coding	71366239	71466004	77	5764	5688	76	1958	7722
ENST00000397722	+	ENSG00000103202	NME4	protein_coding	396725	400746	475	828	354	474	404	1232
ENST00000321919	-	ENSG00000140632	GLYR1	protein_coding	4803203	4847342	78	1739	1662	77	2033	3772
ENST00000366928	+	ENSG00000143353	LYPLAL1	protein_coding	219173844	219212865	48	761	714	47	1137	1898
ENST00000261733	+	ENSG00000111275	ALDH2	protein_coding	111766922	111817529	62	1615	1554	61	7954	9569
ENST00000613174	+	ENSG00000276903	HIST1H2AL	protein_coding	27865355	27865747	1	393	393	0	0	393
ENST00000282276	+	ENSG00000247626	MARS2	protein_coding	197705369	197708387	38	1819	1782	37	1200	3019
ENST00000380822	-	ENSG00000085231	AK6	protein_coding	69350984	69369542	53	571	519	52	1077	1648
ENST00000436063	-	ENSG00000067334	DNTTIP2	protein_coding	93866283	93879206	59	2329	2271	58	3568	5897
ENST00000336032	+	ENSG00000146278	PNRC1	protein_coding	89080778	89085160	118	1101	984	117	964	2065
ENST00000264036	-	ENSG00000076706	MCAM	protein_coding	119308529	119317116	16	1956	1941	15	1357	3313
ENST00000261866	-	ENSG00000104133	SPG11	protein_coding	44562696	44663664	18	7349	7332	17	425	7774
ENST00000357164	+	ENSG00000196743	GM2A	protein_coding	151252892	151270440	326	907	582	325	2989	3896
ENST00000375749	+	ENSG00000101346	POFUT1	protein_coding	32207880	32238667	63	1229	1167	62	4006	5235
ENST00000421351	-	ENSG00000112378	PERP	protein_coding	138088505	138107511	172	753	582	171	3537	4290
ENST00000296328	-	ENSG00000163960	UBXN7	protein_coding	196347662	196432474	76	1545	1470	75	9023	10568
ENST00000395896	-	ENSG00000129003	VPS13C	protein_coding	61864306	62060448	75	10961	10887	74	3618	14579
ENST00000373212	+	ENSG00000131171	SH3BGRL	protein_coding	81201943	81298547	259	603	345	258	1320	1923
ENST00000379198	+	ENSG00000176022	B3GALT6	protein_coding	1232265	1235041	15	1004	990	14	1773	2777
ENST00000408946	-	ENSG00000170473	PYM1	protein_coding	55901413	55927913	153	767	615	152	459	1226
ENST00000371528	+	ENSG00000203995	ZYG11A	protein_coding	52842736	52894998	149	2428	2280	148	2041	4469
ENST00000372837	+	ENSG00000172586	CHCHD1	protein_coding	73782047	73783371	30	323	294	29	879	1202
ENST00000370277	-	ENSG00000147400	CETN2	protein_coding	152826973	152830777	68	586	519	67	868	1454
ENST00000170564	+	ENSG00000076650	GPATCH1	protein_coding	33080880	33130542	315	3110	2796	314	382	3492
ENST00000498286	+	ENSG00000135297	MTO1	protein_coding	73461578	73509236	278	2356	2079	277	8501	10857
ENST00000268097	-	ENSG00000213614	HEXA	protein_coding	72340919	72376476	505	2094	1590	504	3158	5252
ENST00000370179	+	ENSG00000125534	PPDPF	protein_coding	63520724	63522206	197	541	345	196	327	868
ENST00000254260	-	ENSG00000131941	RHPN2	protein_coding	32978593	33064888	37	2097	2061	36	1403	3500
ENST00000308488	-	ENSG00000048649	RSF1	protein_coding	77659996	77821017	304	4629	4326	303	6921	11550
ENST00000272645	-	ENSG00000144231	POLR2D	protein_coding	127843551	127858157	58	486	429	57	4556	5042
ENST00000371974	-	ENSG00000148290	SURF1	protein_coding	133351755	133356485	33	935	903	32	158	1093
ENST00000504148	-	ENSG00000150779	TIMM8B	protein_coding	112084800	112086795	73	324	252	72	495	819
ENST00000449825	-	ENSG00000177830	CHID1	protein_coding	867860	915058	358	1539	1182	357	1998	3537
ENST00000376215	+	ENSG00000148459	PDSS1	protein_coding	26697659	26746798	54	1301	1248	53	325	1626
ENST00000372890	-	ENSG00000167112	TRUB2	protein_coding	128305161	128322742	335	1330	996	334	4389	5719
ENST00000546954	-	ENSG00000170855	TRIAP1	protein_coding	120443961	120446412	41	271	231	40	911	1182
ENST00000298492	+	ENSG00000165660	FAM175B	protein_coding	124801785	124836670	46	1293	1248	45	1699	2992
ENST00000262507	+	ENSG00000088682	COQ9	protein_coding	57447437	57461275	70	1026	957	69	651	1677
ENST00000237380	+	ENSG00000118579	MED28	protein_coding	17614631	17634105	25	561	537	24	10307	10868
ENST00000265616	+	ENSG00000104691	UBXN8	protein_coding	30744165	30767006	26	838	813	25	612	1450
ENST00000361605	-	ENSG00000198912	C1orf174	protein_coding	3889125	3900285	100	831	732	99	835	1666
ENST00000262134	+	ENSG00000087253	LPCAT2	protein_coding	55508998	55586670	185	1819	1635	184	3572	5391
ENST00000410022	-	ENSG00000169599	NFU1	protein_coding	69395750	69437628	207	971	765	206	496	1467
ENST00000240316	-	ENSG00000121058	COIL	protein_coding	56938187	56961054	36	1766	1731	35	884	2650
ENST00000290510	+	ENSG00000110811	P3H3	protein_coding	6828410	6839851	32	2242	2211	31	390	2632
ENST00000306357	-	ENSG00000170310	STX8	protein_coding	9250471	9576236	429	1139	711	428	107	1246
ENST00000409840	-	ENSG00000135919	SERPINE2	protein_coding	223975153	224031478	662	1855	1194	661	714	2569
ENST00000383657	-	ENSG00000206527	HACD2	protein_coding	123491554	123585185	159	923	765	158	3334	4257
ENST00000373075	-	ENSG00000163875	MEAF6	protein_coding	37492575	37514763	18	623	606	17	1524	2147
ENST00000263347	+	ENSG00000141002	TCF25	protein_coding	89873586	89911384	788	2209	1422	787	168	2377
ENST00000311083	-	ENSG00000175183	CSRP2	protein_coding	76858715	76879060	125	706	582	124	237	943
ENST00000554698	-	ENSG00000100445	SDR39U1	protein_coding	24439785	24442694	509	1066	558	508	298	1364
ENST00000357137	+	ENSG00000196236	XPNPEP3	protein_coding	40857098	40932815	85	1608	1524	84	6380	7988
ENST00000368685	+	ENSG00000143553	SNAPIN	protein_coding	153658654	153661830	91	501	411	90	529	1030
ENST00000251143	+	ENSG00000103544	C16orf62	protein_coding	19555415	19701163	49	3207	3159	48	687	3894
ENST00000393603	-	ENSG00000164597	COG5	protein_coding	107207848	107564261	273	2744	2472	272	2674	5418
ENST00000265806	+	ENSG00000104679	R3HCC1	protein_coding	23287908	23296279	269	1591	1323	268	182	1773
ENST00000268704	+	ENSG00000197912	SPG7	protein_coding	89508403	89557766	16	2403	2388	15	673	3076
ENST00000440859	+	ENSG00000105879	CBLL1	protein_coding	107743697	107761667	468	1943	1476	467	2489	4432
ENST00000303450	+	ENSG00000180806	HOXC9	protein_coding	54000119	54003337	71	853	783	70	663	1516
ENST00000198767	-	ENSG00000085721	RRN3	protein_coding	15060022	15094317	85	2040	1956	84	1722	3762
ENST00000259569	-	ENSG00000137040	RANBP6	protein_coding	6011043	6015618	12	3329	3318	11	1247	4576
ENST00000375370	+	ENSG00000198176	TFDP1	protein_coding	113584741	113641470	213	1445	1233	212	1203	2648
ENST00000464848	+	ENSG00000105948	TTC26	protein_coding	139133778	139191986	81	1745	1665	80	2554	4299
ENST00000422514	+	ENSG00000198242	RPL23A	protein_coding	28719393	28724359	614	1084	471	613	478	1562
ENST00000392865	-	ENSG00000148908	RGS10	protein_coding	119499828	119536533	64	567	504	63	285	852
ENST00000225573	+	ENSG00000108439	PNPO	protein_coding	47941571	47948288	106	891	786	105	1506	2397
ENST00000341893	+	ENSG00000182504	CEP97	protein_coding	101723925	101770562	753	3350	2598	752	5011	8361
ENST00000357387	-	ENSG00000164327	RICTOR	protein_coding	38937919	39074408	32	5158	5127	31	4385	9543
ENST00000295317	-	ENSG00000163162	RNF149	protein_coding	101276091	101308696	109	1311	1203	108	1147	2458
ENST00000332395	-	ENSG00000182810	DDX28	protein_coding	68021274	68023442	241	1863	1623	240	306	2169
ENST00000596731	-	ENSG00000105583	WDR83OS	protein_coding	12668071	12671356	1954	2274	321	1953	288	2562
ENST00000334678	-	ENSG00000187051	RPS19BP1	protein_coding	39529093	39532855	118	528	411	117	399	927
ENST00000280800	+	ENSG00000151176	PLBD2	protein_coding	113358570	113391625	32	1801	1770	31	2999	4800
ENST00000221943	-	ENSG00000105341	ATP5SL	protein_coding	41431319	41439905	7	780	774	6	912	1692
ENST00000227322	-	ENSG00000109917	ZPR1	protein_coding	116773799	116788050	61	1440	1380	60	5126	6566
ENST00000305560	+	ENSG00000171763	SPATA5L1	protein_coding	45402331	45421419	100	2361	2262	99	209	2570
ENST00000270812	+	ENSG00000142684	ZNF593	protein_coding	26169942	26170873	43	513	471	42	185	698
ENST00000204517	-	ENSG00000090447	TFAP4	protein_coding	4257186	4273075	330	1346	1017	329	869	2215
ENST00000222567	-	ENSG00000105849	TWISTNB	protein_coding	19695462	19709087	72	1088	1017	71	2854	3942
ENST00000375661	-	ENSG00000204392	LSM2	protein_coding	31797396	31806984	228	515	288	227	361	876
ENST00000350498	-	ENSG00000106244	PDAP1	protein_coding	99394963	99408829	282	827	546	281	1719	2546
ENST00000470914	+	ENSG00000134330	IAH1	protein_coding	9474537	9489742	317	724	408	316	1413	2137
ENST00000535554	+	ENSG00000184990	SIVA1	protein_coding	104753147	104757479	56	529	474	55	715	1244
ENST00000402338	-	ENSG00000100162	CENPM	protein_coding	41938737	41946693	243	683	441	242	319	1002
ENST00000372546	+	ENSG00000167130	DOLPP1	protein_coding	129081100	129090435	33	749	717	32	1428	2177
ENST00000448108	-	ENSG00000166012	TAF1D	protein_coding	93735567	93741945	652	1488	837	651	594	2082
ENST00000317945	-	ENSG00000109881	CCDC34	protein_coding	27348869	27363234	41	730	690	40	1379	2109
ENST00000377818	-	ENSG00000204899	MZT1	protein_coding	72708357	72727687	86	334	249	85	1965	2299
