trans_id	strand	gene_id	gene_name	gene_biotype	gene_start	gene_stop	trans_start	trans_start	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000395366	+	ENSG00000213639	PPP1CB	protein_coding	28751853	28802940	273	1256	984	272	3637	4893
ENST00000357325	-	ENSG00000143321	HDGF	protein_coding	156742107	156751744	316	1038	723	315	1342	2380
ENST00000371477	+	ENSG00000096401	CDC5L	protein_coding	44387525	44450426	300	2708	2409	299	3715	6423
ENST00000361189	-	ENSG00000198961	PJA2	protein_coding	109334709	109409994	241	2367	2127	240	2522	4889
ENST00000302787	-	ENSG00000168924	LETM1	protein_coding	1811479	1856247	298	2517	2220	297	2945	5462
ENST00000216714	+	ENSG00000100823	APEX1	protein_coding	20455195	20457767	269	1225	957	268	259	1484
ENST00000251195	-	ENSG00000092853	CLSPN	protein_coding	35720218	35769967	98	4096	3999	97	673	4769
ENST00000553521	+	ENSG00000100650	SRSF5	protein_coding	69726900	69772004	1454	2272	819	1453	543	2815
ENST00000600083	+	ENSG00000099797	TECR	protein_coding	14529594	14565980	634	1095	462	633	109	1204
ENST00000370521	+	ENSG00000065243	PKN2	protein_coding	88684222	88836255	360	3314	2955	359	2807	6121
ENST00000243563	+	ENSG00000077312	SNRPA	protein_coding	40750859	40765389	551	1399	849	550	222	1621
ENST00000540509	+	ENSG00000114346	ECT2	protein_coding	172750685	172821473	519	3170	2652	518	1236	4406
ENST00000426333	-	ENSG00000108883	EFTUD2	protein_coding	44849943	44899662	299	3217	2919	298	1331	4548
ENST00000326624	+	ENSG00000177485	ZBTB33	protein_coding	120250752	120258398	229	2247	2019	228	2964	5211
ENST00000610343	+	ENSG00000121741	ZMYM2	protein_coding	19958670	20091829	252	4385	4134	251	5815	10200
ENST00000373768	-	ENSG00000119421	NDUFA8	protein_coding	122144058	122159819	143	661	519	142	183	844
ENST00000261427	+	ENSG00000078140	UBE2K	protein_coding	39698044	39782792	285	887	603	284	4358	5245
ENST00000535724	-	ENSG00000156709	AIFM1	protein_coding	130129365	130165887	232	1206	975	231	1262	2468
ENST00000394456	-	ENSG00000125651	GTF2F1	protein_coding	6379569	6393460	466	2019	1554	465	712	2731
ENST00000381341	+	ENSG00000079785	DDX1	protein_coding	15591178	15631111	390	2612	2223	389	205	2817
ENST00000367075	-	ENSG00000092820	EZR	protein_coding	158765748	158819412	170	1930	1761	169	1166	3096
ENST00000379565	-	ENSG00000177189	RPS6KA3	protein_coding	20149911	20266840	209	2431	2223	208	5487	7918
ENST00000567435	-	ENSG00000138629	UBL7	protein_coding	74445977	74461102	465	1607	1143	464	113	1720
ENST00000614445	-	ENSG00000167085	PHB	protein_coding	49404049	49414905	191	1009	819	190	943	1952
ENST00000409784	-	ENSG00000138069	RAB1A	protein_coding	65086855	65130106	192	809	618	191	1638	2447
ENST00000375664	+	ENSG00000095787	WAC	protein_coding	28532493	28623112	610	2418	1809	609	3506	5924
ENST00000282516	+	ENSG00000164190	NIPBL	protein_coding	36876759	37066413	500	8914	8415	499	1521	10435
ENST00000398473	+	ENSG00000161813	LARP4	protein_coding	50400899	50480004	113	2287	2175	112	4140	6427
ENST00000377604	+	ENSG00000182872	RBM10	protein_coding	47144869	47186811	743	3535	2793	742	212	3747
ENST00000377474	-	ENSG00000178695	KCTD12	protein_coding	76880166	76886390	243	1220	978	242	5005	6225
ENST00000358746	-	ENSG00000198677	TTC37	protein_coding	95463895	95555007	300	4994	4695	299	712	5706
ENST00000435765	+	ENSG00000161057	PSMC2	protein_coding	103344914	103369395	412	1713	1302	411	1341	3054
ENST00000361188	-	ENSG00000198901	PRC1	protein_coding	90966077	90995629	1213	3033	1821	1212	1054	4087
ENST00000511355	+	ENSG00000239672	NME1	protein_coding	51153581	51162428	87	335	249	86	1310	1645
ENST00000312175	+	ENSG00000175334	BANF1	protein_coding	66002079	66004149	509	778	270	508	377	1155
ENST00000361367	+	ENSG00000198730	CTR9	protein_coding	10750987	10779743	427	3948	3522	426	638	4586
ENST00000262238	+	ENSG00000100811	YY1	protein_coding	100238985	100282792	261	1505	1245	260	5192	6697
ENST00000235329	+	ENSG00000116688	MFN2	protein_coding	11980312	12013508	323	2596	2274	322	1943	4539
ENST00000599814	-	ENSG00000125755	SYMPK	protein_coding	45818955	45855710	1216	4392	3177	1215	2145	6537
ENST00000274364	+	ENSG00000145703	IQGAP2	protein_coding	76403249	76708132	298	5025	4728	297	819	5844
ENST00000399332	-	ENSG00000092148	HECTD1	protein_coding	31100118	31207483	490	8322	7833	489	812	9134
ENST00000438331	-	ENSG00000122359	ANXA11	protein_coding	80150889	80205572	484	2001	1518	483	4964	6965
ENST00000617285	-	ENSG00000149428	HYOU1	protein_coding	119044189	119057137	126	3125	3000	125	1404	4529
ENST00000253023	-	ENSG00000130725	UBE2M	protein_coding	58555712	58558960	580	1131	552	579	377	1508
ENST00000361752	+	ENSG00000112531	QKI	protein_coding	163414643	163578596	552	1577	1026	551	7886	9463
ENST00000302506	-	ENSG00000164045	CDC25A	protein_coding	48157146	48188356	410	1984	1575	409	1799	3783
ENST00000297338	-	ENSG00000164754	RAD21	protein_coding	116845935	116874866	289	2184	1896	288	1565	3749
ENST00000346329	+	ENSG00000085733	CTTN	protein_coding	70398404	70436584	309	1850	1542	308	1422	3272
ENST00000447079	+	ENSG00000167258	CDK12	protein_coding	39462039	39535146	34	4506	4473	33	3830	8336
ENST00000371327	+	ENSG00000119969	HELLS	protein_coding	94590699	94613905	1	933	933	0	4054	4987
ENST00000393614	+	ENSG00000168710	AHCYL1	protein_coding	109984765	110023741	801	2252	1452	800	2061	4313
ENST00000305885	+	ENSG00000168496	FEN1	protein_coding	61792637	61797244	414	1556	1143	413	740	2296
ENST00000355842	+	ENSG00000087274	ADD1	protein_coding	2844150	2930062	864	2852	1989	863	1891	4743
ENST00000537403	-	ENSG00000100934	SEC23A	protein_coding	39031919	39088723	1204	2895	1692	1203	1320	4215
ENST00000371470	-	ENSG00000162385	MAGOH	protein_coding	53226892	53238610	163	603	441	162	153	756
ENST00000402367	+	ENSG00000170889	RPS9	protein_coding	54200872	54207647	116	535	420	115	1082	1617
ENST00000360639	+	ENSG00000167173	C15orf39	protein_coding	75198892	75212169	321	3464	3144	320	1053	4517
ENST00000413379	+	ENSG00000142230	SAE1	protein_coding	47130829	47210636	103	1002	900	102	1311	2313
ENST00000355272	-	ENSG00000065000	AP3D1	protein_coding	2100994	2151541	208	3855	3648	207	1179	5034
ENST00000370793	-	ENSG00000077254	USP33	protein_coding	77695991	77759852	348	3176	2829	347	1326	4502
ENST00000414423	-	ENSG00000162923	WDR26	protein_coding	224385143	224434299	195	2180	1986	194	4692	6872
ENST00000175091	-	ENSG00000068697	LAPTM4A	protein_coding	20032650	20052028	509	1210	702	508	555	1765
ENST00000322030	+	ENSG00000119335	SET	protein_coding	128689226	128696388	358	1191	834	357	1724	2915
ENST00000292123	+	ENSG00000160633	SAFB	protein_coding	5623099	5668478	108	2855	2748	107	187	3042
ENST00000445593	+	ENSG00000104341	LAPTM4B	protein_coding	97775057	97853013	681	1634	954	680	1539	3173
ENST00000286835	-	ENSG00000156304	SCAF4	protein_coding	31671033	31732075	384	3827	3444	383	366	4193
ENST00000294724	+	ENSG00000162688	AGL	protein_coding	99850489	99924020	479	5077	4599	478	2369	7446
ENST00000302904	-	ENSG00000108312	UBTF	protein_coding	44205033	44221626	494	2788	2295	493	2209	4997
ENST00000306627	+	ENSG00000170142	UBE2E1	protein_coding	23805903	23891316	220	801	582	219	710	1511
ENST00000360338	+	ENSG00000197714	ZNF460	protein_coding	57280485	57293569	323	2011	1689	322	1339	3350
ENST00000332070	+	ENSG00000156531	PHF6	protein_coding	134373312	134428789	203	1300	1098	202	3459	4759
ENST00000371443	+	ENSG00000182154	MRPL41	protein_coding	137551199	137552555	789	1202	414	788	60	1262
ENST00000392271	+	ENSG00000105176	URI1	protein_coding	29942251	30016608	298	1905	1608	297	1539	3444
ENST00000281031	-	ENSG00000151366	NDUFC2	protein_coding	78068304	78080219	476	835	360	475	1683	2518
ENST00000227507	+	ENSG00000110092	CCND1	protein_coding	69641087	69654474	228	1115	888	227	3192	4307
ENST00000310137	+	ENSG00000239306	RBM14	protein_coding	66616582	66627347	140	2149	2010	139	679	2828
ENST00000373912	-	ENSG00000117748	RPA2	protein_coding	27891524	27914743	301	1113	813	300	639	1752
ENST00000344337	-	ENSG00000114030	KPNA1	protein_coding	122421949	122514928	178	1794	1617	177	5036	6830
ENST00000542526	+	ENSG00000102900	NUP93	protein_coding	56783456	56850286	490	2580	2091	489	5677	8257
ENST00000252512	+	ENSG00000130227	XPO7	protein_coding	21919671	22006585	101	3364	3264	100	1497	4861
ENST00000303305	+	ENSG00000170515	PA2G4	protein_coding	56104319	56113861	420	1604	1185	419	973	2577
ENST00000262461	+	ENSG00000064651	SLC12A2	protein_coding	128083766	128189688	190	3828	3639	189	3057	6885
ENST00000382361	+	ENSG00000075618	FSCN1	protein_coding	5592823	5606655	115	1596	1482	114	1181	2777
ENST00000261636	-	ENSG00000120805	ARL1	protein_coding	101393120	101407820	176	721	546	175	2520	3241
ENST00000404537	-	ENSG00000124006	OBSL1	protein_coding	219550742	219571289	58	5748	5691	57	93	5841
ENST00000412770	-	ENSG00000105063	PPP6R1	protein_coding	55229780	55258995	568	3213	2646	567	748	3961
ENST00000311124	-	ENSG00000173638	SLC19A1	protein_coding	45513776	45542471	154	1929	1776	153	1882	3811
ENST00000510413	-	ENSG00000198589	LRBA	protein_coding	150264531	151015267	286	8841	8556	285	1191	10032
ENST00000370873	-	ENSG00000101182	PSMA7	protein_coding	62136735	62143430	128	874	747	127	122	996
ENST00000265077	+	ENSG00000038427	VCAN	protein_coding	83471465	83582303	566	10756	10191	565	1869	12625
ENST00000230449	-	ENSG00000112685	EXOC2	protein_coding	485133	693111	137	2911	2775	136	1538	4449
ENST00000460403	+	ENSG00000132963	POMP	protein_coding	28659104	28678925	363	605	243	362	823	1428
ENST00000266970	+	ENSG00000123374	CDK2	protein_coding	55966769	55972784	241	1137	897	240	1159	2296
ENST00000359692	+	ENSG00000079805	DNM2	protein_coding	10718093	10831884	151	2751	2601	150	837	3588
ENST00000397117	-	ENSG00000157020	SEC13	protein_coding	10300950	10321061	593	1447	855	592	156	1603
ENST00000272298	-	ENSG00000143933	CALM2	protein_coding	47160082	47176601	159	608	450	158	694	1302
ENST00000436978	+	ENSG00000163629	PTPN13	protein_coding	86594315	86815171	481	7953	7473	480	620	8573
ENST00000402924	+	ENSG00000106605	BLVRA	protein_coding	43758687	43807342	164	1054	891	163	107	1161
ENST00000337738	+	ENSG00000119383	PTPA	protein_coding	129111314	129148945	288	1364	1077	287	1481	2845
ENST00000434558	-	ENSG00000143314	MRPL24	protein_coding	156737530	156741590	472	993	522	471	-3	990
ENST00000371269	-	ENSG00000116133	DHCR24	protein_coding	54849633	54887218	100	1650	1551	99	2600	4250
ENST00000369093	-	ENSG00000151923	TIAL1	protein_coding	119571802	119596495	31	1209	1179	30	3863	5072
ENST00000398136	-	ENSG00000152558	TMEM123	protein_coding	102396336	102453044	422	1048	627	421	2531	3579
ENST00000306306	-	ENSG00000168476	REEP4	protein_coding	22138020	22141951	470	1243	774	469	467	1710
ENST00000360310	-	ENSG00000198604	BAZ1A	protein_coding	34752737	34875647	569	5239	4671	568	771	6010
ENST00000230538	-	ENSG00000112769	LAMA4	protein_coding	112108760	112254715	399	5870	5472	398	677	6547
ENST00000322349	-	ENSG00000102189	EEA1	protein_coding	92770637	92929331	266	4501	4236	265	5374	9875
ENST00000380752	-	ENSG00000139514	SLC7A1	protein_coding	29509410	29595688	388	2277	1890	387	5070	7347
ENST00000612661	+	ENSG00000277443	MARCKS	protein_coding	113857362	113863471	385	1383	999	384	2892	4275
ENST00000337288	-	ENSG00000084090	STARD7	protein_coding	96184859	96208818	385	1497	1113	384	1871	3368
ENST00000277900	+	ENSG00000148700	ADD3	protein_coding	110007964	110135565	366	2390	2025	365	1947	4337
ENST00000565678	-	ENSG00000205937	RNPS1	protein_coding	2253130	2267603	547	1464	918	546	834	2298
ENST00000261667	-	ENSG00000102753	KPNA3	protein_coding	49699307	49792921	416	1981	1566	415	2493	4474
ENST00000314607	+	ENSG00000146463	ZMYM4	protein_coding	35268967	35421944	81	4727	4647	80	2267	6994
ENST00000463407	+	ENSG00000139496	NUP58	protein_coding	25301631	25336340	144	1601	1458	143	4759	6360
ENST00000543669	+	ENSG00000022267	FHL1	protein_coding	136169296	136211349	712	1554	843	711	1324	2878
ENST00000216479	+	ENSG00000100591	AHSA1	protein_coding	77458030	77469474	161	1177	1017	160	225	1402
ENST00000372383	-	ENSG00000157514	TSC22D3	protein_coding	107713224	107775787	369	971	603	368	1295	2266
ENST00000318967	+	ENSG00000143624	INTS3	protein_coding	153728067	153774808	569	3697	3129	568	1538	5235
ENST00000524558	+	ENSG00000149257	SERPINH1	protein_coding	75562370	75572782	1436	2692	1257	1435	699	3391
ENST00000338370	-	ENSG00000175756	AURKAIP1	protein_coding	1373730	1375157	402	1001	600	401	71	1072
ENST00000250113	-	ENSG00000129245	FXR2	protein_coding	7591230	7614867	336	2357	2022	335	600	2957
ENST00000367879	+	ENSG00000143179	UCK2	protein_coding	165827531	165908109	304	1089	786	303	286	1375
ENST00000266682	-	ENSG00000072041	SLC6A15	protein_coding	84859488	84912876	543	2735	2193	542	2144	4879
ENST00000470056	+	ENSG00000165219	GAPVD1	protein_coding	125261832	125367207	161	4462	4302	160	4461	8923
ENST00000429709	+	ENSG00000136518	ACTL6A	protein_coding	179562880	179588408	214	1503	1290	213	398	1901
ENST00000261191	-	ENSG00000064102	INTS13	protein_coding	26905181	26938321	538	2658	2121	537	316	2974
ENST00000359428	+	ENSG00000126883	NUP214	protein_coding	131125561	131234670	145	6417	6273	144	1183	7600
ENST00000310118	+	ENSG00000175166	PSMD2	protein_coding	184298709	184309054	559	3285	2727	558	164	3449
ENST00000402281	-	ENSG00000100029	PES1	protein_coding	30576628	30607083	993	2342	1350	992	418	2760
ENST00000503128	+	ENSG00000109685	NSD2	protein_coding	1899218	1948818	208	2151	1944	207	6417	8568
ENST00000229268	+	ENSG00000111667	USP5	protein_coding	6852128	6866629	53	2629	2577	52	552	3181
ENST00000274255	+	ENSG00000145604	SKP2	protein_coding	36152067	36184319	197	1471	1275	196	2288	3759
ENST00000261015	-	ENSG00000138442	WDR12	protein_coding	202874782	202912226	751	2022	1272	750	6078	8100
ENST00000257904	-	ENSG00000135446	CDK4	protein_coding	57747727	57752521	367	1278	912	366	798	2076
ENST00000255631	-	ENSG00000133265	HSPBP1	protein_coding	55262231	55280360	312	1391	1080	311	377	1768
ENST00000611266	-	ENSG00000091039	OSBPL8	protein_coding	76351800	76559809	607	3150	2544	606	4089	7239
ENST00000369983	+	ENSG00000107862	GBF1	protein_coding	102245532	102382899	261	5840	5580	260	563	6403
ENST00000436427	+	ENSG00000065978	YBX1	protein_coding	42682987	42702349	1	1124	1124	0	400	1524
ENST00000373382	+	ENSG00000122958	VPS26A	protein_coding	69123512	69172861	654	1637	984	653	1592	3229
ENST00000344157	-	ENSG00000083896	YTHDC1	protein_coding	68310387	68350089	337	2520	2184	336	3712	6232
ENST00000176643	+	ENSG00000072210	ALDH3A2	protein_coding	19648526	19677596	447	1904	1458	446	2024	3928
ENST00000358691	-	ENSG00000198265	HELZ	protein_coding	67070438	67245183	168	5996	5829	167	7814	13810
ENST00000254810	-	ENSG00000132475	H3F3B	protein_coding	75776434	75779779	134	544	411	133	2161	2705
ENST00000396029	-	ENSG00000101126	ADNP	protein_coding	50889048	50931240	596	3904	3309	595	2357	6261
ENST00000375571	+	ENSG00000101367	MAPRE1	protein_coding	32819893	32850405	140	946	807	139	1677	2623
ENST00000316149	-	ENSG00000123545	NDUFAF4	protein_coding	96889313	96897881	81	608	528	80	1791	2399
ENST00000271526	+	ENSG00000143294	PRCC	protein_coding	156767500	156800817	273	1748	1476	272	357	2105
ENST00000271308	-	ENSG00000143106	PSMA5	protein_coding	109399031	109426351	22	747	726	21	2982	3729
ENST00000581486	-	ENSG00000266412	NCOA4	protein_coding	46005091	46030714	204	2048	1845	203	1501	3549
ENST00000372899	+	ENSG00000024048	UBR2	protein_coding	42564062	42693504	259	5526	5268	258	2331	7857
ENST00000294119	-	ENSG00000162191	UBXN1	protein_coding	62676498	62679055	133	1071	939	132	220	1291
ENST00000395314	+	ENSG00000126777	KTN1	protein_coding	55580317	55684579	69	4142	4074	68	476	4618
ENST00000299980	-	ENSG00000166747	AP1G1	protein_coding	71729000	71809201	443	2911	2469	442	4058	6969
ENST00000543662	+	ENSG00000116957	TBCE	protein_coding	235367360	235448966	177	1913	1737	176	204	2117
ENST00000605895	+	ENSG00000157916	RER1	protein_coding	2391833	2405444	134	724	591	133	2320	3044
ENST00000331782	-	ENSG00000184916	JAG2	protein_coding	105140981	105168824	405	4121	3717	404	1714	5835
ENST00000339365	+	ENSG00000176986	SEC24C	protein_coding	73744391	73772161	163	3447	3285	162	1066	4513
ENST00000614058	+	ENSG00000143819	EPHX1	protein_coding	225810412	225845559	210	1577	1368	209	212	1789
ENST00000376887	-	ENSG00000125257	ABCC4	protein_coding	95019829	95301429	116	4093	3978	115	1746	5839
ENST00000216038	-	ENSG00000100220	RTCB	protein_coding	32387582	32412255	100	1617	1518	99	410	2027
ENST00000374617	-	ENSG00000227057	WDR46	protein_coding	33279108	33289527	358	2190	1833	357	168	2358
ENST00000320895	-	ENSG00000049656	CLPTM1L	protein_coding	1317744	1345099	259	1875	1617	258	625	2500
ENST00000301280	+	ENSG00000167670	CHAF1A	protein_coding	4402662	4443392	102	2972	2871	101	367	3339
ENST00000295685	+	ENSG00000163466	ARPC2	protein_coding	218217210	218254356	262	1164	903	261	441	1605
ENST00000259008	-	ENSG00000136492	BRIP1	protein_coding	61681266	61863521	269	4018	3750	268	2030	6048
ENST00000256854	-	ENSG00000134440	NARS	protein_coding	57600656	57622173	457	2103	1647	456	996	3099
ENST00000373242	-	ENSG00000079332	SAR1A	protein_coding	70147289	70170523	198	794	597	197	5187	5981
ENST00000367455	-	ENSG00000116750	UCHL5	protein_coding	193012250	193059496	237	1226	990	236	4101	5327
ENST00000264220	-	ENSG00000128059	PPAT	protein_coding	56393362	56435615	139	1692	1554	138	1990	3682
ENST00000250498	-	ENSG00000129562	DAD1	protein_coding	22564905	22589269	113	454	342	112	277	731
ENST00000298717	-	ENSG00000165819	METTL3	protein_coding	21498138	21511375	153	1895	1743	152	120	2015
ENST00000400000	+	ENSG00000101558	VAPA	protein_coding	9914002	9960021	256	1005	750	255	5810	6815
ENST00000251038	+	ENSG00000100722	ZC3H14	protein_coding	88562909	88627596	226	2436	2211	225	15845	18281
ENST00000345094	+	ENSG00000134077	THUMPD3	protein_coding	9363052	9386791	335	1858	1524	334	2103	3961
ENST00000372146	+	ENSG00000125484	GTF3C4	protein_coding	132670035	132694955	565	3033	2469	564	6010	9043
ENST00000257934	+	ENSG00000135476	ESPL1	protein_coding	53268299	53293643	92	6454	6363	91	169	6623
ENST00000388712	-	ENSG00000135052	GOLM1	protein_coding	86026146	86099558	170	1375	1206	169	1671	3046
ENST00000498729	-	ENSG00000130294	KIF1A	protein_coding	240713766	240820308	248	5623	5376	247	3598	9221
ENST00000518095	+	ENSG00000038274	MAT2B	protein_coding	163505614	163519327	74	853	780	73	2556	3409
ENST00000399982	-	ENSG00000100888	CHD8	protein_coding	21385195	21431708	66	7811	7746	65	418	8229
ENST00000541550	+	ENSG00000156110	ADK	protein_coding	74176489	74709299	385	1368	984	384	854	2222
ENST00000433060	+	ENSG00000166025	AMOTL1	protein_coding	94768371	94876753	142	3012	2871	141	5958	8970
ENST00000592434	+	ENSG00000130204	TOMM40	protein_coding	44891231	44903686	94	1083	990	93	2332	3415
ENST00000380527	+	ENSG00000155876	RRAGA	protein_coding	19049395	19050983	266	1207	942	265	382	1589
ENST00000374811	-	ENSG00000001497	LAS1L	protein_coding	65512582	65534756	42	2246	2205	41	193	2439
ENST00000303407	-	ENSG00000169925	BRD3	protein_coding	134030305	134068017	187	2367	2181	186	3285	5652
ENST00000219313	+	ENSG00000103035	PSMD7	protein_coding	74296775	74306288	141	1115	975	140	555	1670
ENST00000368328	+	ENSG00000203760	CENPW	protein_coding	126340174	126348875	101	367	267	100	383	750
ENST00000284000	+	ENSG00000153879	CEBPG	protein_coding	33373330	33382686	663	1115	453	662	2994	4109
ENST00000341928	-	ENSG00000082397	EPB41L3	protein_coding	5392384	5544242	342	3605	3264	341	1101	4706
ENST00000367350	-	ENSG00000118193	KIF14	protein_coding	200551500	200620734	440	5386	4947	439	1888	7274
ENST00000378852	+	ENSG00000166181	API5	protein_coding	43312003	43344529	126	1640	1515	125	2074	3714
ENST00000371544	-	ENSG00000134744	ZCCHC11	protein_coding	52423275	52553100	264	5198	4935	263	660	5858
ENST00000354785	-	ENSG00000115414	FN1	protein_coding	215360454	215436172	371	7804	7434	370	1101	8905
ENST00000377086	+	ENSG00000054523	KIF1B	protein_coding	10211616	10381603	203	5653	5451	202	5016	10669
ENST00000265113	+	ENSG00000079215	SLC1A3	protein_coding	36606355	36688334	477	2105	1629	476	2065	4170
ENST00000361874	-	ENSG00000204843	DCTN1	protein_coding	74361154	74380355	319	4155	3837	318	345	4500
ENST00000366647	+	ENSG00000116906	GNPAT	protein_coding	231241210	231277973	170	2212	2043	169	431	2643
ENST00000487519	+	ENSG00000108064	TFAM	protein_coding	58385022	58399221	527	1267	741	526	4147	5414
ENST00000265748	+	ENSG00000011426	ANLN	protein_coding	36389806	36453791	222	3596	3375	221	1191	4787
ENST00000350028	+	ENSG00000100347	SAMM50	protein_coding	43955421	43996533	158	1567	1410	157	150	1717
ENST00000337057	-	ENSG00000079819	EPB41L2	protein_coding	130839347	131063322	183	3200	3018	182	1257	4457
ENST00000255194	-	ENSG00000132842	AP3B1	protein_coding	78000525	78294755	177	3461	3285	176	2377	5838
ENST00000366577	+	ENSG00000116984	MTR	protein_coding	236795310	236903981	395	4192	3798	394	6337	10529
ENST00000265343	-	ENSG00000072364	AFF4	protein_coding	132875379	132963634	381	3872	3492	380	5680	9552
ENST00000379516	+	ENSG00000205302	SNX2	protein_coding	122774996	122830108	109	1668	1560	108	460	2128
ENST00000422785	-	ENSG00000111665	CDCA3	protein_coding	6844793	6851269	106	765	660	105	1995	2760
ENST00000619920	-	ENSG00000165916	PSMC3	protein_coding	47418769	47426473	195	1514	1320	194	66	1580
ENST00000267750	+	ENSG00000128463	EMC4	protein_coding	34224999	34230156	117	668	552	116	368	1036
ENST00000261714	-	ENSG00000108578	BLMH	protein_coding	30248195	30291994	176	1543	1368	175	822	2365
ENST00000217515	-	ENSG00000091164	TXNL1	protein_coding	56597208	56638645	206	1075	870	205	5819	6894
ENST00000397224	-	ENSG00000100350	FOXRED2	protein_coding	36487190	36507101	95	2149	2055	94	2818	4967
ENST00000315127	-	ENSG00000179151	EDC3	protein_coding	74630558	74696043	183	1709	1527	182	2054	3763
ENST00000415912	-	ENSG00000117298	ECE1	protein_coding	21217247	21345504	127	2391	2265	126	2708	5099
ENST00000264663	+	ENSG00000112992	NNT	protein_coding	43602723	43707405	222	3482	3261	221	3001	6483
ENST00000301011	+	ENSG00000158545	ZC3H18	protein_coding	88570381	88631966	201	3062	2862	200	667	3729
ENST00000405201	-	ENSG00000196498	NCOR2	protein_coding	124324415	124495252	2	7546	7545	1	987	8533
ENST00000265990	+	ENSG00000095564	BTAF1	protein_coding	91923769	92030325	309	5858	5550	308	1392	7250
ENST00000331268	+	ENSG00000185787	MORF4L1	protein_coding	78872814	78898133	205	1293	1089	204	1066	2359
ENST00000367274	-	ENSG00000077152	UBE2T	protein_coding	202331657	202341980	151	744	594	150	178	922
ENST00000290649	-	ENSG00000159461	AMFR	protein_coding	56361452	56425538	212	2143	1932	211	1457	3600
ENST00000393033	-	ENSG00000123159	GIPC1	protein_coding	14477762	14496132	271	1272	1002	270	654	1926
ENST00000314616	+	ENSG00000109111	SUPT6H	protein_coding	28662091	28702684	284	5464	5181	283	1059	6523
ENST00000578681	+	ENSG00000198231	DDX42	protein_coding	63773863	63819317	602	3418	2817	601	919	4337
ENST00000367545	+	ENSG00000152818	UTRN	protein_coding	144291829	144853034	1	10302	10302	0	2037	12339
ENST00000536719	-	ENSG00000074319	TSG101	protein_coding	18468336	18526951	136	1233	1098	135	868	2101
ENST00000504652	-	ENSG00000145041	DCAF1	protein_coding	51395867	51500002	139	4659	4521	138	1292	5951
ENST00000294383	-	ENSG00000162402	USP24	protein_coding	55066359	55215113	1	7863	7863	0	2686	10549
ENST00000369301	+	ENSG00000196865	NHLRC2	protein_coding	113854661	113917194	213	2393	2181	212	8658	11051
ENST00000291295	+	ENSG00000160014	CALM3	protein_coding	46601236	46610793	200	649	450	199	1640	2289
ENST00000262455	-	ENSG00000023318	ERP44	protein_coding	99979179	100099040	201	1421	1221	200	3433	4854
ENST00000264657	-	ENSG00000168610	STAT3	protein_coding	42313324	42388568	314	2626	2313	313	2421	5047
ENST00000210060	-	ENSG00000095059	DHPS	protein_coding	12675721	12681902	137	1246	1110	136	117	1363
ENST00000371856	-	ENSG00000124214	STAU1	protein_coding	49113339	49188367	412	2145	1734	411	1539	3684
ENST00000543571	-	ENSG00000131023	LATS1	protein_coding	149658153	149718256	549	3941	3393	548	3576	7517
ENST00000354464	-	ENSG00000196497	IPO4	protein_coding	24180219	24188964	178	3423	3246	177	223	3646
ENST00000373719	+	ENSG00000147162	OGT	protein_coding	71533083	71575897	218	3358	3141	217	2103	5461
ENST00000378526	+	ENSG00000005156	LIG3	protein_coding	34980494	35009743	134	3163	3030	133	5237	8400
ENST00000400324	-	ENSG00000139734	DIAPH3	protein_coding	59665583	60163987	222	3803	3582	221	1001	4804
ENST00000405308	+	ENSG00000110492	MDK	protein_coding	46380756	46383799	430	861	432	429	305	1166
ENST00000393818	+	ENSG00000068120	COASY	protein_coding	42562167	42566275	457	2151	1695	456	307	2458
ENST00000275072	+	ENSG00000146281	PM20D2	protein_coding	89146050	89165565	96	1406	1311	95	3302	4708
ENST00000356994	-	ENSG00000180900	SCRIB	protein_coding	143790920	143815379	8	4975	4968	7	243	5218
ENST00000366779	+	ENSG00000163050	COQ8A	protein_coding	226897536	226987545	2772	4715	1944	2771	808	5523
ENST00000266742	+	ENSG00000139350	NEDD1	protein_coding	96907223	96953777	340	2322	1983	339	1724	4046
ENST00000404125	-	ENSG00000068878	PSME4	protein_coding	53864067	53970840	57	5588	5532	56	1511	7099
ENST00000308677	-	ENSG00000072062	PRKACA	protein_coding	14091688	14117744	198	1253	1056	197	1424	2677
ENST00000232564	-	ENSG00000114450	GNB4	protein_coding	179396089	179451590	288	1310	1023	287	5124	6434
ENST00000234160	+	ENSG00000115806	GORASP2	protein_coding	170928526	170967129	816	2174	1359	815	999	3173
ENST00000377698	+	ENSG00000137124	ALDH1B1	protein_coding	38392664	38398661	154	1707	1554	153	1359	3066
ENST00000556994	+	ENSG00000100883	SRP54	protein_coding	34981957	35029567	398	1912	1515	397	415	2327
ENST00000265465	+	ENSG00000014138	POLA2	protein_coding	65261762	65298685	532	2328	1797	531	1416	3744
ENST00000495186	+	ENSG00000147155	EBP	protein_coding	48521158	48528716	824	1516	693	823	259	1775
ENST00000245046	-	ENSG00000125037	EMC3	protein_coding	9962537	9987120	460	1245	786	459	1532	2777
ENST00000156471	-	ENSG00000021776	AQR	protein_coding	34851782	34969839	227	4684	4458	226	5010	9694
ENST00000355379	-	ENSG00000116521	SCAMP3	protein_coding	155255981	155262430	280	1245	966	279	292	1537
ENST00000382044	-	ENSG00000067369	TP53BP1	protein_coding	43403061	43493171	129	6062	5934	128	4322	10384
